story_code,story_name,plot_summary_25_50_words,author_code,in_what_order_are_the_investigation_and_reveal_portions_provided,name_of_detective_number_1,detective_number_1_gender,detective_number_1_role,name_of_detective_number_2,detective_number_2_gender,detective_number_2_role,name_of_assistant_number_1,assistant_number_1_gender,assistant_number_1_role,name_of_assistant_number_2,assistant_number_2_gender,assistant_number_2_role,more_than_two_assistants_if_yes_enter_total_number,number_of_victims_of_gender_male,number_of_victims_of_gender_female,number_of_culprits_of_gender_male,number_of_culprits_of_gender_female,number_of_culprits_of_gender_non_binary,number_of_culprits_of_gender_unknown,are_one_or_more_culprits_introduced_into_the_story_only_during_the_reveal,the_main_culprit,who_initiates_the_detectives_investigation,what_is_the_role_of_the_police_force_in_solving_the_crime,the_storys_main_action_focuses_on_a,when_do_es_the_crime_s_mystery_being_investigated_occur,types_of_crimes_or_quasi_crimes_present_in_story,motives,means_murder_only,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_correctly_guess_the_solution_before_the_reveal,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_definitively_solve_the_crime_before_the_reveal,did_either_annotator_personally_correctly_guess_the_solution_to_the_crime_before_the_reveal,types_of_clues,what_is_the_essential_clue_in_the_story_if_present,of_what_type_is_the_essential_clue_if_present,what_is_the_most_salient_clue_in_the_story_if_clues_are_present,of_what_type_is_the_most_salient_clue_if_clues_are_present,describe_the_main_red_herring_if_present,of_what_type_is_the_main_red_herring_if_present,presence_of_planted_or_fabricated_evidence,types_of_evidence_made_available_in_the_story,is_the_crime_solved,does_the_detective_pointedly_and_independently_decide_not_to_alert_the_authorities_to_the_facts_of_the_crime_despite_the_fact_that_an_actionable_crime_has_been_committed,do_you_receive_a_satisfying_narrative_of_account_of_the_crime_s_in_all_their_relevant_details_and_a_summary_of_the_process_by_which_the_crime_s_are_solved,how_satisfying_is_this_story_as_a_piece_of_detective_fiction,would_you_recommend_this_story_to_a_friend,crime_trajectory,what_is_the_reveal_border_sentence,surname_s,given_name_s,sex,year_of_birth,country_of_birth,city_town_of_birth,date_of_death_yyyy_mm_dd,country_of_death,city_town_of_death,nationality_ies,viaf,story_url,date_of_first_publication_yyyy_mm_dd,format_of_first_publication_journal_or_book,name_of_journal_or_title_of_book,text_words,before_reveal_words,after_reveal_words,title_words,unique,year_published
TGS07,"The Doctor, His Wife, and the Clock","A man is shot in his own room! With no witness, this seemingly unsolvable case is punctured by a single blind doctor who claims to be a dead eye with a pistol. Is he really the killer?",AKG,Standard,Violet Strange,Female,Independent professional (solo),_unknown,Male,Independent professional (solo),Joe Smithers,Male,Unclear,NA,NA,NA,NA,1,1,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, After the investigation","Murder, Breaking and entering",Pride,Firearm,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Dr. Zabriskie’s ability to aim using sounds only,Physical clue,Mr. Stanton’s description of his activities on the day of the murder,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,Qrime → same qrime,"On the ground, ten paces to the right, lay Zulma Zabriskie, a broken clock at her side, and in her breast a bullet which was fast sapping the life from her sweet eyes.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0008,1905-03-29,Book,The Golden Slipper,19401,19401,2031,36,FALSE,1905
TGS08,Missing: Page Thirteen,"Miss Dingby is to be married to Mr. Cornell, but only if Violet Strange can find a page of a thesis containing a formula that could revolutionize an industry. But will this search bring out skeletons in the closet of the Van Borecklyn estate?",AKG,Standard,Violet Strange,Female,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,Before the investigation,"Murder, Assault, Mischief","Revenge, Pride",Knife/sword,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The chair is not facing the cellar door anymore,Physical clue,The page could not have left the room,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,Qrime → no qrime,"“I shall have to begin,” said he, when they were all seated and ready to listen, “by giving you some idea, not so much of the family tradition, as of the effect of this tradition upon all who bore the name of Van Broecklyn.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0009,1905-03-29,Book,The Golden Slipper,13582,13582,3914,23,FALSE,1905
TSOTR06,The Affair of the German Dispatch-box,"Hired by the under-secretary for Foreign Affairs, Thorpe Hazell must get his hands on a German dispatch box without the messenger, Colonel Von Kriegen, noticing. Will Hazell succeed with his knowledge of the British rail?",VW,Other,Thorpe Hazell,Male,Independent amateur,NA,NA,NA,Bartlett,Male,Unclear,NA,NA,NA,NA,3,0,1,0,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Theft, Fraud",Ideology,NA,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",Seating across from Colonel Von Kriegen,Physical clue,The fact that he has the same dispatch-box,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → same qrime,"""How was it done?"" said Hazell afterwards, when telling the story to a companion.",Whitechurch,Victor,M,1868-03-12,England,"Norham, Northumberland",1933-05-25,England,"Buxton, Debyshire","British, English",https://viaf.org/viaf/76448216/,http://gutenberg.net.au/ebooks13/1300071h.html#ch-06,1905-03-26,Book,Thrilling Stories of the Railway,4067,4067,606,38,FALSE,1905
TSOTR08,The Adventure of the Pilot Engine,"In a high stakes case of those train-travel math/physics problems, three conspirators work together hijack a train in order to prevent Count von Neglein from meeting the English Prime Minister. Will Thrope Hazel uncover the conspiracy in time?",VW,Reverse,Thorpe Hazell,Male,Independent amateur,NA,NA,NA,Sam Thorne,Male,Independent amateur,NA,NA,NA,NA,3,0,3,0,0,0,No,Acts on behalf of a crime syndicate,The assistant(s),Police are not present,Crime,Before the investigation,"Theft, Assault, Kidnapping, Mischief",Ideology,NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",Sam Thorne's letter,Physical clue,Sam Thorne's letter,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,Qrime → same qrime,At that moment he saw what the terrified signalman had grasped—the reversed pilot engine running back.,Whitechurch,Victor,M,1868-03-12,England,"Norham, Northumberland",1933-05-25,England,"Buxton, Debyshire","British, English",https://viaf.org/viaf/76448216/,http://gutenberg.net.au/ebooks13/1300071h.html#ch-08,1905-03-26,Book,Thrilling Stories of the Railway,4908,4908,615,34,FALSE,1905
TSOTR09,The Stolen Necklace,"Thorpe Hazell’s dinner is interrupted by Miss Mallaby, who has lost her necklace on the train. Is it the result of her suitor, Mr. Kreston, who has just switched seats with her?",VW,Standard,Thorpe Hazell,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Theft, Fraud, Mischief",Greed,NA,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible)",The behaviour of the ticket inspector,Testimonial clue,The absence of the ticket inspector at that time on the log,Physical clue,The taxi's log to Mr. Kestron's house,Physical clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → same qrime,"Instantly the solution flashed across his mind. Producing half-a-sovereign, he said to the girl: ""I want to see his valet.""",Whitechurch,Victor,M,1868-03-12,England,"Norham, Northumberland",1933-05-25,England,"Buxton, Debyshire","British, English",https://viaf.org/viaf/76448216/,http://gutenberg.net.au/ebooks13/1300071h.html#ch-09,1905-03-26,Book,Thrilling Stories of the Railway,3819,3819,607,20,FALSE,1905
TSOTR10,The Mystery of the Boat Express,A foreigner enters a boat and is then found dead. Is it suicide? Or was he murdered? Where’s the bullet casing? And why does he hold his handkerchief in his other hand?,VW,Standard,_unknown,Male,Independent professional (agency),NA,NA,NA,Jenkins,Male,Independent professional (agency),NA,NA,NA,NA,2,0,1,1,0,0,Yes,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, After the investigation",Murder,"Revenge, Ideology","Knife/sword, Firearm",No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The handkerchief in André's hand,Physical clue,The bullet in André's brain,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → same qrime,"""'He was my brother!'",Whitechurch,Victor,M,1868-03-12,England,"Norham, Northumberland",1933-05-25,England,"Buxton, Debyshire","British, English",https://viaf.org/viaf/76448216/,http://gutenberg.net.au/ebooks13/1300071h.html#ch-10,1905-03-26,Book,Thrilling Stories of the Railway,3812,3812,1224,32,FALSE,1905
TGS01,The Golden Slipper,"Individually, they are Ms. Driscoll, Ms. Yates, Ms. Hughson, Ms. Benedict, and Ms. West. Together, they are a coterie of five: the Inseparables. But when the Inseparables attend a function, valuables seem to go missing- and reappear. When the true thief is brought to light, could it tear them  apart?",AKG,Standard,Violet Strange,Female,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,2,0,0,No,Acts alone,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Theft, Breaking and entering","Revenge, Crime-for-crime's-sake, Insanity",NA,Yes,No,No,"Usable in real time (usable → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)","The red dye on the pendant, which stained Miss West’s hands.",Physical clue,"Alicia growing pale, hands in muffs when the ring is stolen.",Testimonial clue,Alicia seems wholly absorbed by her love for Captain Holliday.,Physical clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,Qrime → same qrime,"“Oh! it’s easy enough to tell whose foot traversed the balcony,” she murmured.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0002,1905-03-29,Book,The Golden Slipper,6113,6113,1680,19,FALSE,1905
TGS02,The Second Bullet,"A gunshot is heard; a man and his infant child are found dead. The man is found with his pistol, and the life insurance company refuses to pay the claim in what is clearly a case of suicide. His wife insists that he was shot through the window- but then, where is the bullet?",AKG,Standard,Violet Strange,Female,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,Murder,Revenge,"Firearm, Accident",Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The shattered mirror.,Physical clue,The baby was lying on the floor when the father shot into the mirror.,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,3,Yes,Qrime → same qrime,"Some few days after this, the following statement appeared in all the papers:  “Owing to some remarkable work done by the firm of —— & ——, the well-known private detective agency, the claim made by Mrs. George Hammond against the Shuler Life Insurance Company is likely to be allowed without further litigation.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0003,1905-03-29,Book,The Golden Slipper,7120,7120,370,18,FALSE,1905
TGS03,An Intangible Clue,"An elderly woman in the embroidery business is brutally murdered in her lonely, ancient house. But although the house is rife with clues as to the details of the homicide, there is not a suggestion as to the identity of the culprit- that is, until Violet Strange arrives on the scene.",AKG,Standard,Violet Strange,Female,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,Yes,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Theft, Assault, Mischief, Breaking and entering",Greed,Blunt force trauma,No,No,No,"Legible but not usable (legible → not usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","Description of culprit, as told by Mrs. Amidon.",Testimonial clue,The bloody smear that was larger than the rest.,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,3,No,Qrime → same qrime,"“When I hear or read of a case which contains any baffling features, I am apt to feel some hidden chord in my nature thrill to one fact in it and not to any of the others.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0004,1905-03-29,Book,The Golden Slipper,7568,7568,1349,19,FALSE,1905
TGS04,The Grotto Spectre,"The scandal surrounding Roger Upjohn ensures that he is greeted only with cold stares. But the heartrending melancholy in his countenance is so moving that Violet Strange nearly forgets to maintain her careful social facade of being the vivacious debutante, and nothing more.",AKG,Standard,Violet Strange,Female,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Murder, Illegal gambling","Revenge, Love","Asphyxiation, Natural causes",Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)","Abram’s cry of distress, and old Mr. Upjohn’s joyful countenance.",Physical clue,"Abram’s devotion to old Mr. Upjohn, and the neatly folded clothes beside the corpse of Mrs. Roger Upjohn.",Testimonial clue,"Old Mr. Upjohn despaired of the corroding influence his daughter-in-law had had on his son, was heartbroken to lose his grandson to her.",Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,No qrime → qrime,Never had silence seemed more oppressive nor his sense of loneliness greater.,Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0005,1905-03-29,Book,The Golden Slipper,8961,8961,1265,19,FALSE,1905
TSOTR01,Peter Crane's Cigars,"A man is enraged after a competitor start’s selling cigarettes at low prices, and is determined to get to the bottom of it! Luckily, Thorpe Hazell is eager to investigate, with his burning passion for railway mysteries!",VW,Standard,Thorpe Hazell,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,0,Yes,Acts mostly alone with some assistance,The detective(s) themselves,Police are not present,Crime,"Before the investigation, During the investigation",Trafficking,Greed,NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Peter Crane gets a parcel from the level-crossing box.,Physical clue,The guard who runs the train in regular shifts is named John Crane.,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,4,Yes,Qrime → same qrime,"""Oh, by-the-way, Brett,"" he said, ""I think I can promise you that your hated rival will shortly shut up shop.""",Whitechurch,Victor,M,1868-03-12,England,"Norham, Northumberland",1933-05-25,England,"Buxton, Debyshire","British, English",https://viaf.org/viaf/76448216/,http://gutenberg.net.au/ebooks13/1300071h.html#ch-01,1905-03-26,Book,Thrilling Stories of the Railway,4656,4656,1519,21,FALSE,1905
TSOTR03,The Affair of the Corridor Express,"A young heir goes missing in the midst of being transported to his father, having last been seen in the corridor of the train. Railway expert Thorpe Hazell must figure out what has happened to the boy before it is too late!",VW,Standard,Thorpe Hazell,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Assault, Kidnapping",Greed,NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)","Night watchman insists that the hut is private, and the officials should not enter",Testimonial clue,The fact that the outside of the compartment was not checked and the boy not having left the train,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,Yes,Qrime → same qrime,"""I was right, I think—hullo!—Look out! Don't let him go!""",Whitechurch,Victor,M,1868-03-12,England,"Norham, Northumberland",1933-05-25,England,"Buxton, Debyshire","British, English",https://viaf.org/viaf/76448216/,http://gutenberg.net.au/ebooks13/1300071h.html#ch-03,1905-03-26,Book,Thrilling Stories of the Railway,4404,4404,1108,35,FALSE,1905
